id	measurementType	measurementValue	measurementUnit
b2f793b6-349b-474f-85c7-a2f32db13765	quantity	97763	cells per gram of fresh macroalgae
9aaabb9a-442f-47b7-abe4-71b9c87c6397	quantity	5141	cells per gram fresh weight of macroalgae
63e2b676-7605-41f0-908d-edb79c3a90a9	quantity	145380	cells per gram fresh weight of macroalgae
e68eb909-2f48-4624-a119-b88fb624384e	quantity	124151	cells per gram fresh weight of macroalgae
23341c85-4e7b-464f-a790-ba670e00f5a7	quantity	215680	cells per litre
ad17de48-9488-473d-ab17-61967f41beca	quantity	342100	cells per gram fresh weight of macroalgae
115c2c60-d9af-4d87-b1c8-983b9855f6c8	quantity	54255	cells per gram fresh weight of macroalgae
0402cc5c-0b4a-41be-9e77-d30140a0556f	quantity	315760	cells per litre
297089ae-936f-4ed7-be99-46411cad11cc	quantity	14600	cells per litre
88c7c34a-8d15-4d6e-b231-e9b3086827e4	quantity	720	cells per litre
70dfbaa3-4667-4160-8172-06ef4cd6917f	quantity	149400	cells per gram macroalgae
587a9c80-bbd6-4347-bbf5-c0305bf0afd8	quantity	109482	cells per gram macroalgae
391986be-9793-461f-960f-597163286456	quantity	49320	cells per gram macroalgae
f2ef77d5-2d59-48cf-a48b-f9fa3660188d	quantity	18822	cells per gram macroalgae
e7ccc268-d3e4-49be-aef6-a4a09f487401	quantity	698387	cells per gram macroalgae
8a3e7ead-2ea2-4877-8761-83db35dd2e14	quantity	231560	cells per gram macroalgae
1efc4626-b3ed-48c2-b286-f62f5cefb66d	quantity	56407	cells per gram macroalgae
c59c32a6-bca6-4458-be42-3dc57aef1ae8	quantity	166845	cells per gram macroalgae
ab53589a-7271-4b1d-b264-0ff1e3d4c758	quantity	321083	cells per gram macroalgae
6dfe4be3-f7c0-4348-9057-5a4c9c516169	quantity	39573	cells per gram macroalgae
2c175f0b-c37c-4c7e-954c-fb598ec45722	quantity	177815	cells per gram macroalgae
dbfc0b31-e2d4-4b7e-b3af-678d809318bf	quantity	84000	cells per litre
48754176-56f6-49a2-8469-e1283a489891	quantity	2660	cells per litre
5f999746-af52-41ca-a92a-9c7f60249ffb	quantity	31490	cells per gr of macroalgae
99f54bff-c32a-4e75-b7ae-34a5ef705a48	quantity	296408	cells per gr of macroalgae
1f0c9b21-2d92-4e5c-9b2f-97f9e4f59ad1	quantity	114219	cells per litre
25fe2f54-fe4a-495f-b388-9b9ba078f202	quantity	879901	cells per gr of macroalgae
7ed1570c-1fda-4a50-ba21-fd622982b775	quantity	219600	cells per gr of macroalgae
ab72a2dc-f552-4638-ba87-f28a8dfcfa3d	quantity	44694	cells per litre
ddf5d88f-eeb0-4935-82c4-e48882902f86	quantity	1134980	cells per gr of macroalgae
7c8b1e97-fa22-46b7-9600-280d3ed27914	quantity	183516	cells per gr of macroalgae
ae47ebe1-8b65-48fe-be97-5a46f493d83b	quantity	25029	cells per litre
b1649d3b-629e-46cc-8c14-fce11cd25223	quantity	113.5	cells per gram of macroalgae
dde5f6c5-7ea9-46f4-a429-50530581a766	quantity	46.17	cells per gram of macroalgae
71e6b51d-be29-4533-8e5f-2841008f7bc9	quantity	299774	cells per gram of macroalgae
88e147ea-f2cd-4b6b-a6de-d7a50e76d2da	quantity	142850	cells per gram of macroalgae
ca3a2f27-330b-4055-9c9b-731fc9cf274c	quantity	3695	cells per gram of macroalgae
3547b887-3ca1-4644-9d36-87181411f828	quantity	2526264	cells per gram of macroalgae
b613d84f-fc12-4b8d-95a1-2bd11f26a32f	quantity	1846	cells per gram of macroalgae
bde6df92-7547-46ad-83d9-713e50339dc7	quantity	1627200	cells per gram of macroalgae
971aaa0d-5341-4716-911b-268b69640ae4	quantity	126636	cells per gram of macroalgae
ce1b0854-a4df-4d07-bafb-56d917bb6179	quantity	182710	cells per gram of macroalgae
145e9f4c-baa9-4554-b53d-73a394560124	quantity	518788	cells per gram of macroalgae
0ae9cccb-2c7d-4802-8c91-54f5eac449a9	quantity	211200	cells per gram of macroalgae
d8cea601-6098-4861-b77e-249c258bdc87	quantity	5818	cells per gram of macroalgae
3dc3dc16-bf2a-414d-9ff4-8ff6e49bf042	quantity	229716	cells per gram of macroalgae
486257f7-dfe3-47c6-b9b2-0e12a2906134	quantity	3500	cells per gram of macroalgae
9e5ecc12-8106-4aa1-a796-1c1c1f6a92e5	quantity	25642	cells per gram of macroalgae
0adf1f09-35e8-4166-924e-2a9383ee17c7	quantity	49382	cells per gram fresh weight of macroalgae
fc9b8fd8-0b83-41ef-b7dc-f7e7006d136e	quantity	124600	cells per litre
c718d8bb-5732-4991-8011-22b7a86ee9c3	quantity	82116	cells per gram fresh weight of macroalgae
e417fc70-a2b6-4ba4-b5d0-a5b142d7569e	quantity	160	cells per gram fresh weight of macroalgae
0f3f093f-df36-44df-9e61-7044219fb928	quantity	100	cells per gram fresh weight of macroalgae
27a49ffb-8ab8-428c-b48a-d4ec8568e419	quantity	1480	cells per gram fresh weight of macroalgae
8ef8b807-e4c5-49b4-b10e-e68bd595ed9a	quantity	17760	cells per gram fresh weight of macroalgae
35e63437-5608-41ac-98e9-cd2e06ae80ee	quantity	95000	cells per gram of fresh macroalgae
40c140b0-5b1a-4fe6-9479-fd737b7ae77f	quantity	235947	cells per gram of fresh macroalgae
6a99b0c5-6871-493e-bdd0-3da72061f68a	quantity	45000	cells per gram of fresh macroalgae
0e9bcd4c-d42e-421e-ac99-40b357ea0b48	quantity	15000	cells per gram of fresh macroalgae
16ff967f-1b94-47a0-b8aa-1cdbd26d520c	quantity	25000	cells per gram of fresh macroalgae
fa7293a5-3851-4561-8110-d630850a2c61	quantity	185777	cells per gram of fresh macroalgae
45f2523f-36bf-40d7-82d5-7ec7520c6cbb	quantity	171229	cells per gram of fresh macroalgae
ce50e0a8-b8ae-4794-8ef9-28ea7a0c0fa0	quantity	91996	cells per gram of fresh macroalgae
ce299aea-20c3-4e55-9114-bf666dbefb19	quantity	87315	cells per gram fresh weight of macroalgae
c4135145-536b-4421-af6e-8580040e9052	quantity	9954	cells per gram fresh weight of macroalgae
39b93e94-c519-4e2c-99b9-822001796240	quantity	15784	cells per gram fresh weight of macroalgae
73004a3a-ef85-488b-8a6b-a08516195132	quantity	24058	cells per gram fresh weight of macroalgae
50a4f2c1-b4a2-4e5d-aa55-df384d85ebab	quantity	126626	cells per gram fresh weight of macroalgae
b0eceb66-d717-4e10-b658-b599c491ed89	quantity	68111	cells per gram fresh weight of macroalgae
2464ed26-08e0-47ee-9d22-a589e0b7eafe	quantity	201219	cells per gram fresh weight of macroalgae
59f8ced8-134b-4d4e-8f1f-852ab9d15d34	quantity	13454	cells per gram fresh weight of macroalgae
a91719f4-686e-4aff-9a17-cb3645428ff2	quantity	285600	cells per gram fresh weight of macroalgae
89d7cb45-5fff-46cf-9025-05b5c1207357	quantity	545422	cells per gram fresh weight of macroalgae
ffe56d4b-2005-45df-8c65-af974b822821	quantity	53499	cells per gram fresh weight of macroalgae
5567593c-bfb2-42f1-88f5-1b5c2b3924df	quantity	35912	cells per gram of macroalgae
75d95b11-7f7c-41c0-a36e-dac445e2ce0e	quantity	1496	cells per gram of macroalgae
f7c34440-8cf3-4cc4-bb20-1502e336b0b7	quantity	120	cells per gram of macroalgae
d3b32a9b-b604-4e5e-8f68-8f3ee3c13e83	quantity	233	cells per gram of macroalgae
7a173a45-b6ef-4f2c-95b9-7cd83c3602b3	quantity	1800000/ 4000000	cells per litre within the water column /on a macroalgae respectively
6417aa71-3688-4b3a-8cfa-aa71452959d8	quantity	1000	cells per litre
408ad52a-0ce0-412c-b886-4070a58ee658	quantity	3000	cells per litre
78178b45-9927-417a-83ac-107be3e3312d	quantity	400	cells per litre
ff0903b4-e9dd-4205-b972-89881f858a1b	quantity	12000	cells per litre
616e3bdb-df2e-4a45-a315-b6ce71ee9169	quantity	7000	cells per litre
ad19ed02-cd26-479c-84a4-140538df1741	quantity	40	cells per gram of macroalgae
60f8949a-00e8-4532-badd-ff8213f5ceb7	quantity	178	cells per gram of macroalgae
05b34fb5-01cd-4c21-a239-8b4a26689193	quantity	23133	cells per gram of macroalgae
9f60b65e-5945-4bb2-b602-14322548a609	quantity	3921	cells per gram of macroalgae
88fc2537-4f54-47f9-9ad9-d746cf502a1f	quantity	520	cells per gram of macroalgae
fd06dc80-7b63-4c8f-8e2f-d8d9e9ef6fbf	quantity	248	cells per gram of macroalgae
583819fa-8c5b-4152-8bb0-e1608e562695	quantity	719	cells per litre
de71448f-05b2-43d8-a063-87262a34bd1d	quantity	2150	cells per litre
1bf740af-b2d5-4bfa-a7a5-4d4a13078683	quantity	3700	cells per litre
cc310040-b643-407b-8854-0a5836cc3fca	quantity	191	cells per gram of macroalgae
c67f4dd2-dffc-4a9a-8531-2a0be6df5617	quantity	104	cells per gram of macroalgae
66198c96-064c-46e2-9f0c-e3c5101a9f13	quantity	5869	cells per gram of macroalgae
30d774cd-2346-4a24-a26e-b21e6a237c81	quantity	3500	cells per litre
48f0a23d-1f70-4e52-a095-02757ac140c9	quantity	79176	cells per gram of macroalgae
9a414e34-190b-4638-9a95-d229cd5b92ae	quantity	17403	cells per gram of macroalgae
5c139a11-d1e0-44ea-98d8-2a4d6231de5c	quantity	180	cells per gram of macroalgae
68f77b7d-ca1c-41a1-8bb9-08d67f955998	quantity	18	cells per gram of macroalgae
775bd82e-2f3c-4a4a-874b-5edec4bf0c89	quantity	3132	cells per gram of macroalgae
52338ffc-20db-46fb-8e6e-a7a50a0595f9	quantity	3189	cells per gram of macroalgae
893cc792-4293-4478-b5a0-a2b319a573f6	quantity	15120	cells per gram of macroalgae
10f70057-0e50-493b-9090-b0bd8a303e52	quantity	2000	cells per gram of macroalgae
6e4837f1-d53c-4c40-9e3f-0d24924a48c8	quantity	269	cells per gram of macroalgae
62da2a8a-4368-4fac-9a08-1e0905ed5473	quantity	3601	cells per gram of macroalgae
b66df0ef-002e-4232-8648-7741fe50b253	quantity	5817	cells per gram of macroalgae
78ca9056-811f-4c2a-8c81-f9f0a7867a31	quantity	6878	cells per gram of macroalgae
a6ed6f6b-e0ef-4fa1-909c-a2c18b46df71	quantity	2279	cells per gram of macroalgae
f7bbb086-9f12-4817-a631-ed8d03b6ea79	quantity	4822272	cells per litre
6426d361-371b-43d4-97c1-8f1eafc4f497	quantity	2515968	cells per litre
6214d19a-31af-420b-a998-e1078eef5db5	quantity	2424000	cells per litre
f820a075-4155-499a-8b06-e6a09851cc45	quantity	952000	cells per litre
f5089fd1-4d83-45ad-bf28-440ce48b3c33	quantity	6860000	cells per litre
cf0e1c45-2591-4484-a34b-e17f9c51e343	quantity	900000	cells per litre
08acbfd4-0aa1-4411-afb5-3a553691ab4d	quantity	4000	cells per litre
32cc62cb-e236-40f7-80de-9570b6107a58	quantity	40	cells per litre
6e6409b1-07c3-41b2-9cdc-8d3205bab38b	quantity	3600	cells per litre
e34baf1a-a5d1-414c-80bb-a9e0bfa8848a	quantity	4208	cells per gram of freshwater macroalgae
077a9aa3-a984-478c-a770-de2085141dd4	quantity	70218	cells per gram of fresh macroalgae
238b0793-7b4b-4d2b-8b15-f3775c1dd642	quantity	157259	cells per gram of fresh macroalgae
81509b83-972a-40c9-b2b6-2a0f2ab467cb	quantity	32342	cells per gram of fresh macroalgae
ed94eda3-e4e7-4439-8ce6-619031ffc5dc	quantity	150000	cells per litre
0038734d-78bb-45ac-88ba-8ea1e32b5b29	quantity	12650	cells per gram of fresh macroalgae
603d8464-6ac6-4a23-8cfd-87a2284dcbe0	quantity	34524	cells per gram of fresh macroalgae
db6bcb54-fba0-48f4-8779-aee4eece8ae1	quantity	138818	cells per gram of fresh macroalgae
e1ee6220-64ee-4929-90f0-1993e8df0575	quantity	267054	cells per gram of fresh macroalgae
7e5c9221-c26f-48d4-b5fe-591f0cf3f7e2	quantity	1552262	cells per gram of fresh macroalgae
20aefb04-51e6-47a9-8049-ba69fd38bd20	quantity	432769	cells per gram of fresh macroalgae
2a4659d3-6154-4e43-b4aa-07825de949ea	quantity	165032	cells per gram of fresh macroalgae
381167b5-b364-42e9-b218-4f73f2cefe5d	quantity	366680	cells per gram of fresh macroalgae
b814b1eb-1aaf-4559-8f22-36e81717b86b	quantity	60909	cells per gram of fresh macroalgae
2ebee2a9-39a7-41cc-9227-bc769acd157c	quantity	2226	cells per gram of fresh macroalgae
0ec5519a-9ad8-40fc-b8cb-bd3088aac417	quantity	562	cells per gram of fresh macroalgae
e34c4c85-8abe-47cd-b9c4-7ca8b9895fe0	quantity	34434	cells per gram of fresh macroalgae
0ea8abbf-8017-4160-b268-32fe7f4efb0c	quantity	176486	cells per gram of fresh macroalgae
dec7ecdc-b977-4061-846e-b5e0be49518f	quantity	77445	cells per gram of fresh macroalgae
edc10f82-e828-470c-8b80-39cc0a13b83f	quantity	4455	cells per gram of fresh macroalgae
fcb56f98-c91a-4901-b0b7-3f4caa6d99f8	quantity	85376	cells per gram of fresh macroalgae
fcd4db0a-8866-401b-88f9-5fd44410c986	quantity	66218	cells per gram of fresh macroalgae
9929a567-97b5-4fbd-86f7-a1fffcbc0ca5	quantity	371696	cells per gram of fresh macroalgae
c1263a8d-ae33-4039-86ec-0c55c6a2d0f1	quantity	56795	cells per gram of fresh macroalgae
75e6704d-b173-4d58-95f9-d36e5b0cdccb	quantity	378992	cells per gram of fresh macroalgae
538ce845-9647-44a3-9c7e-094f8c69b57f	quantity	223268	cells per gram of fresh macroalgae
e71b1b4e-5cab-4be5-92e5-ad4c8f964674	quantity	740050	cells per gram fresh weight of macroalgae
0749d7ec-a4e8-4b88-888c-06a5a357f436	quantity	480307	cells per gram fresh weight of macroalgae
ca01ce13-af9e-4f2b-9159-373eb5863683	quantity	52859	cells per gram fresh weight of macroalgae
2f248e3c-acb3-4170-9d31-0ec9d6841f48	quantity	567273	cells per gram fresh weight of macroalgae
a37fafdc-d5d9-4198-b6ba-09ece67604aa	quantity	112752	cells per gram fresh weight of macroalgae
eea2ed3c-c5b2-45d3-aa44-0b4f5a22e2ad	quantity	440000	cells per gram fresh weight of macroalgae
5ad23519-62c7-4457-8021-88ee33a70ea1	quantity	293744	cells per gram fresh weight of macroalgae
947174ef-3a8c-4757-b8fe-d64aec9f29a2	quantity	1600000	cells per gram fresh weight of macroalgae
7bd9ece3-f7b7-437b-98c0-5acd396fcc29	quantity	190972	cells per gram fresh weight of macroalgae
9b7e5d5c-6082-4c44-a548-59dfdaf1ad84	quantity	1134413	cells per gram fresh weight of macroalgae
4337e9e6-f1ae-47d9-a127-f7212c3dca45	quantity	36509	cells per gram fresh weight of macroalgae
df150850-451d-4e88-8a73-b8daf448c0f7	quantity	836237	cells per gram fresh weight of macroalgae
2eb3dc2a-6565-498a-9b08-6764484b8c34	quantity	158610	cells per gram fresh weight of macroalgae
96ed392f-7c73-463f-9e63-b160b6ee0a3f	quantity	581395	cells per gram fresh weight of macroalgae
9ac52860-d2de-42ba-90dc-71e4282f5744	quantity	141486	cells per gram fresh weight of macroalgae
836409b7-0f70-4d62-8004-25f9605a7a2a	quantity	2541000	cells per gr fresh weight of macrophyte
33a75489-9737-40ba-b606-d7c5081d316f	quantity	30400	cells per litre
7abc49af-2234-4b20-9638-fc11c2ab0c7a	quantity	1592511 / 28194	cells per litre / cells per gr fresh weight of macrophyte
1fd288c9-d5fc-41a8-be29-e102fa01c9c5	quantity	1433470 / 20863	cells per litre / cells per gr fresh weight of macrophyte
2b1e6426-0e1a-423c-a65c-629db17a7d2f	quantity	207685 / 16100	cells per litre / cells per gr fresh weight of macrophyte
c12d202e-1bb8-413e-81de-34e6fd26feb9	quantity	333793 / 140	cells per litre / cells per gr fresh weight of macrophyte
702572ce-08bc-4588-be57-6fc27ad2ae79	quantity	1701614 / 1815	cells per litre / cells per gr fresh weight of macrophyte
14cf4a16-7e83-400b-908f-4a65b30586f2	quantity	1626621 / 9355	cells per litre / cells per gr fresh weight of macrophyte
c0c88907-0ffc-4bdc-bab8-b9ba1d8434a2	quantity	500	cells per litre
748a956c-dd71-4807-be1d-9d73d6bc2aa0	quantity	1300	cells per litre
d3f18a74-a218-4a31-826b-226319208598	quantity	159576	cells per litre
0184ed2a-a58e-477c-a3c2-e65f244e268f	quantity	1195701	cells per litre
6601467e-d965-4908-9fd9-b22ddee3f968	quantity	516854	cells per litre
148d8b1f-069e-47e0-a9fd-58ab8b72bd66	quantity	4	cells per litre
b36b1a58-db96-4293-8804-81152b168d2b	quantity	4	cells per litre
a46958bf-9e29-4da0-9068-b52394dd4e53	quantity	54	cells per litre
323cdd89-9f18-4945-9a57-864510e95a5f	quantity	763	cells per litre
5dc229ee-fc82-4fb3-a4b8-bebfd055a13d	quantity	55	cells per litre
68f0c22d-1965-4d38-bee6-dcc38ec3e23e	quantity	91120	cells per litre
91497f78-31a9-46ca-8692-de1c6c661745	quantity	2440	cells per litre
90c5a70b-f062-4cdb-8b6d-a79e5a4de980	quantity	16240	cells per litre
bd64d3e2-da9a-49be-a2fb-b859432be988	quantity	471360	cells per litre
95ec61c0-7eab-4ea3-b0cf-c04b536548c7	quantity	29440	cells per litre
4ede8d10-cf79-48cc-8894-73f9966242e8	quantity	1880	cells per litre
8dce3d2e-6ef7-4cd5-a204-07292312ae15	quantity	44400	cells per litre
974bb9a0-0b00-4a11-8ec9-531de6c69c1d	quantity	634800	cells per litre
01804ab3-b49e-45c5-afec-5f316fe5b806	quantity	14360	cells per litre
41037c53-49f5-459c-b031-e0a7015ac7bb	quantity	520	cells per litre
9ec1629c-7bd1-4a8b-a184-5fa16ae4437e	quantity	154000	cells per litre
a162ce6b-6285-4aa9-b844-fc7dcc856e34	quantity	85480	cells per litre
d1719224-0651-4cb4-bdc0-0c15fe3620e3	quantity	31160	cells per litre
206da256-275e-4144-b7f3-8d42fed35871	quantity	72120	cells per litre
ebd5917a-432e-4278-8cfa-09f1e87b1d1c	quantity	14253	cells per gr of macroalgae
5b8edbcb-4d43-45fb-bdc8-92bc396a1b2c	quantity	115000	cells per gr of macroalgae
9a12aeb2-66da-4842-b6a4-436fab20cae4	quantity	128000	cells per gr of macroalgae
b5aa0c2f-a6c5-493b-94ad-1cf3b23f3865	quantity	58413	cells per gr of macroalgae
9eed7055-4f0c-4ba3-bd50-d7afe5fa259a	quantity	24284	cells per gr of macroalgae
3d9537d4-0861-4f14-9336-926831376827	quantity	853333	cells per gr of macroalgae
fa101990-4e0c-4069-83bc-420322161fbf	quantity	3428	cells per gr of macroalgae
e811bc1f-a49d-4ba0-8979-5d94ca00f9b3	quantity	62022	cells per gr of macroalgae
8a1c0925-0d87-4a63-a158-3fcc7e135ac0	quantity	130000	cells per gr of macroalgae
f9f31c9c-c072-4bb2-aa15-ee8eef7b92f2	quantity	18848	cells per gr of macroalgae
932771a4-d355-4186-a3ab-27f6f1a1eef8	quantity	475470	cells per gram macroalgae
574a6e7c-121d-4ac1-aa11-850d1eb907d0	quantity	282823	cells per gram macroalgae
9479ef65-df64-496c-9f0a-c093b4a4099b	quantity	192025	cells per gram macroalgae
c4107031-8035-4a56-b786-dff7feb58df0	quantity	27629	cells per gram macroalgae
ed8fddb4-7bdb-49ba-a938-d2acfc64fb05	quantity	421190	cells per gram macroalgae
d36b1b7c-f2fb-40a3-9c89-32193d2e9b95	quantity	2384	cells per gram macroalgae
4411ca24-887d-4bd2-a61e-c45789f042d6	quantity	303791	cells per gram macroalgae
506ab09f-6bdf-4d68-9406-4b0a3881e5dd	quantity	331504	cells per gram macroalgae
7fea71bd-d111-48ab-99c1-cc57ee1bf914	quantity	64190	cells per gram macroalgae
b9badbc2-8f01-499a-9be7-85ff66bdb747	quantity	305607	cells per gram macroalgae
f78a8c37-145a-45e9-886f-675e9d147a53	quantity	250184	cells per gram macroalgae
de528d5d-4e74-495b-a99e-d2999dab9ff7	quantity	626309	cells per gram macroalgae
5782d82b-95ca-485c-99d8-d85aa8b81eda	quantity	147474	cells per gram macroalgae
36dfcc9a-18dc-4b0f-8338-2b82a47a02c0	quantity	642314	cells per gram macroalgae
abb2f77d-c579-46cf-9178-0e976af78530	quantity	481605	cells per gram macroalgae
bf8f3712-41eb-4efb-9e51-af65f6fcd2ea	quantity	168192	cells per gram macroalgae
f422a74b-04ef-4ac1-b245-5f920f644c93	quantity	48261	cells per gram macroalgae
a24a7d7f-e7ff-4eef-b5b4-e0531661b648	quantity	298690	cells per gram macroalgae
42527523-62a8-400a-b9ff-fdbb32349991	quantity	290791	cells per gram macroalgae
f9ab8266-0cd5-4270-aa42-6248bbb742e1	quantity	3335	cells per gram macroalgae
b08de4ce-04e2-425a-964f-027663542eec	quantity	191725	cells per gram macroalgae
a9149b9a-7b99-4a8b-ae59-7152002fe108	quantity	701947	cells per gram macroalgae
f8592c8a-07bd-4a07-b61d-4ece3f29bddd	quantity	146988	cells per gram macroalgae
e04d7be3-92cc-4c87-a429-ab700ae72376	quantity	17829	cells per gram macroalgae
716ccac3-a043-43b3-ad48-b1ded127b800	quantity	104271	cells per gram macroalgae
312d9b82-20c8-4d4d-ae20-035232954266	quantity	349463	cells per gram macroalgae
e1bddbd6-b43c-4cb4-a072-387db9adf4f6	quantity	247797	cells per gram macroalgae
101efa16-1a56-49c6-a98b-4b990acf2d9a	quantity	17829	cells per gram macroalgae
0971856b-43af-4934-af60-1cb36a79f6a8	quantity	675409	cells per gram macroalgae
f935ddff-89e0-402e-85b8-a1cbe5dde26c	quantity	33888	cells per gram macroalgae
95b37044-7819-4796-ae27-5334fb2b56dc	quantity	143634	cells per gram macroalgae
4daa5374-393d-4f99-9849-a28b9f6a41da	quantity	6809	cells per gram macroalgae
bafac35e-6eb2-4bd9-8b52-c30c5bd1b3f4	quantity	2670000	cells per gram fresh weight of macroalgae
85975e3c-18ee-4ec1-a112-8a9b9ae57c15	quantity	1492	cells per gram of macroalgae
dfd6b8da-ee71-49a7-abb8-59fc3928b483	quantity	87875	cells per gram of macroalgae
ec5db638-c49c-4f04-8289-b76353373f9f	quantity	6000	cells per litre
92583496-649d-47b1-93b6-632fbb14cf6d	quantity	4500	cells per litre
391fa3cd-fd50-49e9-a5f3-0d16036a88d6	quantity	41771	cells per gram of macroalgae
ef728c80-7872-4504-88ce-3ece21d6178c	quantity	338	cells per gram of macroalgae
15877fc0-57c6-4068-98e4-dba0502fabb3	quantity	6800	cells per gram of macroalgae
d602a9c3-4c90-4b2f-b9b3-8ad665fc159c	quantity	334306	cells per gram wet weight
973537f5-0f86-45f3-8cc3-e5bbdb845640	quantity	7595	cells per gr of macroalgae
ce4d53c4-b479-4561-b89e-f88a6a64ff04	quantity	8571	cells per gr of macroalgae
dd6fd0a7-7c7c-4fe1-bd0d-6c80247dd3c1	quantity	25	cells per gr of macroalgae
50d8fb41-b4d4-411b-b1e8-702b55512c24	quantity	50259	cells per gram fresh weight of macroalgae
c67c62f7-63ba-4a99-8db8-dd3c47e1fe4c	quantity	217075	cells per gram fresh weight of macroalgae
2233cbc1-78ab-44b3-9fc2-fa120521c21e	quantity	69809	cells per gram fresh weight of macroalgae
e50ab3fe-9d3b-4fe5-807f-121148a7ffd8	quantity	67545	cells per gram fresh weight of macroalgae
b175a280-595b-424e-8aec-bde072653290	quantity	3131	cells per gram fresh weight of macroalgae
0db3e338-979b-40b7-a8b5-5c93dac81cca	quantity	2074	cells per gram fresh weight of macroalgae
9fa9caac-c5d6-48e7-86c3-a9436fb027c1	quantity	96451	cells per gram fresh weight of macroalgae
a912b7cc-e12f-4232-b6c4-8324f6f559e4	quantity	8207	cells per gram fresh weight of macroalgae
898ec8bc-3618-4502-b0dd-9677f5d34471	quantity	971550	cells per gram fresh weight of macroalgae
5e852eb1-f195-41f4-9666-1c0427b75212	quantity	547	cells per litre
aa347526-ba1f-47fb-8e8e-a24e29d11f40	quantity	2551	cells per litre
11bc5e15-b36d-4f31-be4e-a701061c5d5d	quantity	30800	cells per gr of macroalgae
96238882-23af-4912-9aaf-e8f8317e62ab	quantity	1383	cells per gr of macroalgae
92121c04-50d4-4ad9-8223-1be93ad21f28	quantity	14894	cells per litre
c15e836e-dc37-4154-9733-9202809e3dbb	quantity	12130	cells per gr of macroalgae
c5d51af7-13ab-4712-861d-1a308f40b5d7	quantity	606237	cells per gr of macroalgae
83b6b956-91cf-4563-bfc1-d4b5979ef1ce	quantity	23356	cells per gr of macroalgae
71959589-f02f-4e90-bd65-1a3553c2d56c	quantity	119.663	cells per gr of macroalgae
8fa847a1-adb7-418a-a7eb-20a8e3d73678	quantity	128824	cells per gr of macroalgae
9d48658e-9baf-46b4-8898-e911947b7f44	quantity	370347	cells per gr of macroalgae
f5a803d5-509f-49d7-9a35-06b59949c6a3	quantity	29023	cells per gr of macroalgae
7510d483-f4f7-4c7b-b6a5-8d0ec6454021	quantity	210321	cells per gr of macroalgae
af3a024d-ea76-4d45-9400-1b373e348ff5	quantity	169551	cells per gr of macroalgae
ebcd2533-b2dc-4631-86e3-6ad53d9a70f0	quantity	103657	cells per gr of macroalgae
423a0b14-cffc-4fe1-8c1a-c58eb2f8fec5	quantity	14695	cells per gr of macroalgae
b65d29e1-eb9f-4537-bf81-ff3f6e6df861	quantity	53789	cells per gr of macroalgae
64a9ab46-a575-4d99-a85f-42e41b6761d7	quantity	210743	cells per gr of macroalgae
4a8e6f00-10ea-4d92-841a-2a2e0f56b393	quantity	302199	cells per gr of macroalgae
c1533edd-e360-4cae-9c79-8bc4b23d1f31	quantity	98400	cells per gr of macroalgae
b17836b5-8dca-44bd-bfb9-b2ef94768197	quantity	1040000	cells per gr of macroalgae
682bb185-8b77-4d1a-a38f-42e705106cee	quantity	206936	cells per gr of macroalgae
9b106bdd-e33a-4959-b3b8-703445a31bd0	quantity	3000-50000	cells per litre
b5d6fddf-6fa4-48df-ac02-b8a45ce910d3	quantity	ND	
60f269ca-c956-46aa-944c-1a4869d1a3f4	quantity	ND	
49c1e5e8-2b98-4458-8190-48121225b828	quantity	9.3000000000000007	cells per gram of macroalgae
e123e79f-04bb-49ab-a30c-b448e5eb5c61	quantity	10550	cells per litre
58513219-e8a8-446c-b9b8-b597790e3364	quantity	67.8	cells per gram of macroalgae
64c2013a-dd29-43ff-88c9-e5fe423f7129	quantity	108480	cells per gram fresh weight of macroalgae
8a3ec62d-3de4-4f27-a032-55998d0325ee	quantity	153928	cells per gram fresh weight of macroalgae
982f2f0d-f94f-4f7f-bc3c-1eeb9164b196	quantity	207429	cells per gram fresh weight of macroalgae
19d2faa9-fbd1-43b4-8f40-9f6e76b0926a	quantity	49003	cells per gram fresh weight of macroalgae
14141687-a212-41bb-b470-39ca7a95109b	quantity	821	cells per gram fresh weight of macroalgae
c0675137-d12a-4a46-82f1-350b3c08c778	quantity	63078	cells per gram fresh weight of macroalgae
d723a40a-7cda-4268-9a0b-a578c2769043	quantity	69597	cells per gram fresh weight of macroalgae
57661c97-60ae-484d-9052-322120e732ed	quantity	692829	cells per gram fresh weight of macroalgae
c965a565-268d-4961-b5b4-93b291b65ff9	quantity	69653	cells per gram fresh weight of macroalgae
5a2680f1-9003-4afd-b417-1857ebf8e858	quantity	22804	cells per gram fresh weight of macroalgae
033711aa-2de7-4f3d-b226-e17bbf02cf5c	quantity	434648	cells per gram fresh weight of macroalgae
7aac8a26-fa00-4475-bc7d-a1fc3718f337	quantity	43100	cells per gram fresh weight of macroalgae
13a2810a-e13e-4ea3-97bb-20277acc79a6	quantity	440	cells per gram fresh weight of macroalgae
f21b8adc-5147-4fe6-86d7-d6c8ec78d27c	quantity	5024	cells per gram fresh weight of macroalgae
1208ec08-a4a3-43df-bf55-a3dc03b07ff7	quantity	47163	cells per gram fresh weight of macroalgae
fbe57835-575f-483a-aeea-5166816affd1	quantity	980381	cells per gram fresh weight of macroalgae
7fb2aa3b-5b90-4c73-90ed-779afc8ad80f	quantity	35512	cells per gram fresh weight of macroalgae
