Scientific name*;Reported name (if different);Identification status;Reference;Additional references;HAEDAT URL;Last modified;Date*;Verbatim date;Latitude*;Longitude*;Coordinate uncertainty;WKT;Locality;Minimum depth;Maximum depth;Value;Unit;Toxin;Value;Unit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heterosigma akashiwo;;1 - good;Branco S., Menezes M., Alves-de-Souza C., Domingos P., Schramm, M. & Proença L.A.O. 2014. Recurrent blooms of Heterosigma akashiwo (Raphidophyceae) in the Piraquê Channel, Rodrigo de Freitas Lagoon, southeast Brazil. Brazilian Journal of Biology 74(3): 529-537.;;;;2007-03-19;;-22,9505;-43,1858;;100;Piraque Channel, Rodrigo de Freitas Lagoon, RJ, Brazil;1,5;1,5;;;;;;Survey at several stations of Rodrigo de Freitas Lagoon from March 2007 to March 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heterosigma akashiwo;;1 - good;Branco S., Menezes M., Alves-de-Souza C., Domingos P., Schramm, M. & Proença L.A.O. 2014. Recurrent blooms of Heterosigma akashiwo (Raphidophyceae) in the Piraquê Channel, Rodrigo de Freitas Lagoon, southeast Brazil. Brazilian Journal of Biology 74(3): 529-537.;;;;2007-04-24;;-22,9505;-43,1858;;100;Piraque Channel, Rodrigo de Freitas Lagoon, RJ, Brazil;1,5;1,5;;;;;;Survey at several stations of Rodrigo de Freitas Lagoon from March 2007 to March 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heterosigma akashiwo;;1 - good;Branco S., Menezes M., Alves-de-Souza C., Domingos P., Schramm, M. & Proença L.A.O. 2014. Recurrent blooms of Heterosigma akashiwo (Raphidophyceae) in the Piraquê Channel, Rodrigo de Freitas Lagoon, southeast Brazil. Brazilian Journal of Biology 74(3): 529-537.;;;;2007-07-09;;-22,9505;-43,1858;;100;Piraque Channel, Rodrigo de Freitas Lagoon, RJ, Brazil;1,5;1,5;;;;;;Survey at several stations of Rodrigo de Freitas Lagoon from March 2007 to March 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heterosigma akashiwo;;1 - good;Branco S., Menezes M., Alves-de-Souza C., Domingos P., Schramm, M. & Proença L.A.O. 2014. Recurrent blooms of Heterosigma akashiwo (Raphidophyceae) in the Piraquê Channel, Rodrigo de Freitas Lagoon, southeast Brazil. Brazilian Journal of Biology 74(3): 529-537.;;;;2008-01-14;;-22,9505;-43,1858;;100;Piraque Channel, Rodrigo de Freitas Lagoon, RJ, Brazil;1,5;1,5;;;;;;Survey at several stations of Rodrigo de Freitas Lagoon from March 2007 to March 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heterosigma akashiwo;;1 - good;Branco S., Menezes M., Alves-de-Souza C., Domingos P., Schramm, M. & Proença L.A.O. 2014. Recurrent blooms of Heterosigma akashiwo (Raphidophyceae) in the Piraquê Channel, Rodrigo de Freitas Lagoon, southeast Brazil. Brazilian Journal of Biology 74(3): 529-537.;;;;2008-02-18;;-22,9505;-43,1858;;100;Piraque Channel, Rodrigo de Freitas Lagoon, RJ, Brazil;1,5;1,5;;;;;;Survey at several stations of Rodrigo de Freitas Lagoon from March 2007 to March 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heterosigma akashiwo;;1 - good;Branco S., Menezes M., Alves-de-Souza C., Domingos P., Schramm, M. & Proença L.A.O. 2014. Recurrent blooms of Heterosigma akashiwo (Raphidophyceae) in the Piraquê Channel, Rodrigo de Freitas Lagoon, southeast Brazil. Brazilian Journal of Biology 74(3): 529-537.;;;;2008-03-17;;-22,9505;-43,1858;;100;Piraque Channel, Rodrigo de Freitas Lagoon, RJ, Brazil;1,5;1,5;;;;;;Survey at several stations of Rodrigo de Freitas Lagoon from March 2007 to March 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia brevis;Gymnodinium sp.;2 - probable;Lira C.L., Bermúdez R.J, Torres G. & Borbor-Cordova M.J. 2016. Monitoring toxins in bibalves and humans during algal blooms. ICHA 2016 Abstract Book: POS0104, 101.;Torres G. 2012. Eventos de mareas rojas: Estrategias de manejo preventivas en Ecuador. Tesis de Grado Magister en Ciencias. Universidad de Guayaquil. 158 pp.;;;1985-08/2012;Since  August - 1985;-2,9293;-79,9969;;;Golfo de Guayas Ecuador;3;18;;;;;;Recurrent blooms during rainy season (January-April) since 1985 in the Gulf of Guayas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia brevis;Gymnodinium cf. brevis;2 - probable;Torres G., Tapia M., Coello D. y R. Jiménez. 2003. Monitoreos de Fitoplancton y eventos de Mareas Rojas En El Pacífico Ecuatorial (Ecuador). Sexto Taller Regional de Planificación Científica sobre Floraciones de Algas Nocivas en Sudamérica. Informe Regional de FANSA para COI-UNESCO, octubre 2003, Guayaquil, Ecuador.;Torres G. 2012. Eventos de mareas rojas: Estrategias de manejo preventivas en Ecuador. Tesis de Grado Magister en Ciencias. Universidad de Guayaquil. 158 pp.;;;2003-05;May 2003;-3,2862;-80,0182;1000;;Canal Santa Rosa (Puerto Bolívar) ;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia brevis;Gymnodinium cf. brevis;2 - probable;Torres G., Tapia M., Coello D. y R. Jiménez. 2003. Monitoreos de Fitoplancton y eventos de Mareas Rojas En El Pacífico Ecuatorial (Ecuador). Presentado en el Sexto Taller Regional de Planificación Científica sobre Floraciones de Algas Nocivas en Sudamérica. Informe Regional de FANSA para COI-UNESCO, octubre 2003, Guayaquil, Ecuador.;Torres G. 2012. Eventos de mareas rojas: Estrategias de manejo preventivas en Ecuador. Tesis de Grado Magister en Ciencias. Universidad de Guayaquil. 158 pp.;;;2003-05;May 2003;-3,4209;-80,0793;1000;;Puerto Pitahaya, Ecuador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia mikimotoi;Gymnodinium cf. mikimotoi - Gymnodinium sp. 1 and sp.2;1 - good;Uribe J.C. & Ruiz M. 2001. Gymnodinium Brown Tide in the Magellanic Fjords, Southern Chile. Revista de Biología Marina y Oceanografía 36: 155 - 164.;;;;1999-04-13;;-53,3666;-73,4166;100;;Canal Abra, Magallanes Strait, Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia mikimotoi;Gymnodinium cf. mikimotoi - Gymnodinium sp. 1 and sp.2;1 - good;Uribe J.C. & Ruiz M. 2001. Gymnodinium Brown Tide in the Magellanic Fjords, Southern Chile. Revista de Biología Marina y Oceanografía 36: 155 - 164.;;;;1999-04-17/1999-04-25;;-53,6365;-70,9305;1000;;Punta Carrera, Magallanes Strait, Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia;Karenia spp.;1 - good; Villanueva F.,  Cortez H., Claudia Uribe C.,Patricio Peña P. & Cassis D. 2017. Mortality of Chilean farmed salmon in wellboats in transit through a Karenia bloom. Harmful Algae News 57: 4-5.;;;;2017-01-31/2017-02-01;;-47,5172;-74,8279;1000;;Golfo de Penas, Southern Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia;Karenia spp.;1 - good; Villanueva F.,  Cortez H., Claudia Uribe C.,Patricio Peña P. & Cassis D. 2017. Mortality of Chilean farmed salmon in wellboats in transit through a Karenia bloom. Harmful Algae News 57: 4-5.;;;;2017-01-31/2017-02-01;;-47,0102;-75,2673;1000;;Golfo de Penas, Southern Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia;Karenia spp.;1 - good; Villanueva F.,  Cortez H., Claudia Uribe C.,Patricio Peña P. & Cassis D. 2017. Mortality of Chilean farmed salmon in wellboats in transit through a Karenia bloom. Harmful Algae News 57: 4-5.;;;;2017-01-31/2017-02-01;;-46,9728;-75,5310;1000;;Golfo de Penas, Southern Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia;Karenia spp.;1 - good; Villanueva F.,  Cortez H., Claudia Uribe C.,Patricio Peña P. & Cassis D. 2017. Mortality of Chilean farmed salmon in wellboats in transit through a Karenia bloom. Harmful Algae News 57: 4-5.;;;;2017-01-31/2017-02-01;;-46,6871;-75,7178;1000;;Southern Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karenia;Karenia spp.;1 - good; Villanueva F.,  Cortez H., Claudia Uribe C.,Patricio Peña P. & Cassis D. 2017. Mortality of Chilean farmed salmon in wellboats in transit through a Karenia bloom. Harmful Algae News 57: 4-5.;;;;2017-01-31/2017-02-01;;-45,8671;-75,3113;1000;;Southern Chile;;;;;Ichtyotoxicity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlodinium conicum;Karlodinium cf. conicum;2 - probable;Diario Oficial de la República de Chile;;;;2018-05;;-42,1634;-73,0811;10000;;Regíón de Los Lagos, Chile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlodinium conicum;Karlodinium cf. conicum;2 - probable;Diario Oficial de la República de Chile;;;;2018-05;;-45,4062;-73,5315;10000;;Regíón de Aysen, Chile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lingulodinium polyedrum;;1 - good;Salgado P., Troncoso V.A., Montresor M., Salamanca M. & Lange C.B. 2011. First record of Lingulodinium polyedrum (Dinophyceae) resting cysts in coastal sediments from the Inner Sea of Chiloé, Los Lagos Region, southern Chile (~41°–43°S). Gayana Botánica 68: 106-109.;;;;2009-03;March 2009;-41,5744;-73,0728;1000;;Huenquillahue and Ilque Bays Region X Los Lagos, Chile;;;;;;;;Cysts in sediments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lingulodinium polyedrum;;1 - good;Salgado P., Troncoso V.A., Montresor M., Salamanca M. & Lange C.B. 2011. First record of Lingulodinium polyedrum (Dinophyceae) resting cysts in coastal sediments from the Inner Sea of Chiloé, Los Lagos Region, southern Chile (~41°–43°S). Gayana Botánica 68: 106-109.;;;;2009-03;March 2009;-42,4761;-73,5851;1000;;Dalcahue and Hudson Channels, Region X Los Lagos, Chile;;;;;;;;Cysts in sediments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lingulodinium polyedrum;;1 - good;Salgado P., Troncoso V.A., Montresor M., Salamanca M. & Lange C.B. 2011. First record of Lingulodinium polyedrum (Dinophyceae) resting cysts in coastal sediments from the Inner Sea of Chiloé, Los Lagos Region, southern Chile (~41°–43°S). Gayana Botánica 68: 106-109.;;;;2009-03;March 2009;-43,1351;-73,6070;1000;;Quellón Bay, Region X Los Lagos, Chile;;;;;;;;Cysts in sediments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lingulodinium polyedrum;;1 - good;Guzmán L.,  Salgado P., Labra G. & Vivanco X. 2017. Distribution and abundance of vegetative cells and cysts of harmful dinoflagellates in Quellón Bay, southeast of Chiloé Island. In: Proença, L. A. O. and Hallegraeff, G. (eds). Marine and Fresh-Water Harmful Algae. Proceedings of the 17th International Conference on Harmful Algae. International Society for the Study of Harmful Algae 2017: 58-61.;;;;2012-02/2013-04;;-43,2212;-73,6496;10000;;Quellon Bay, Chiloe, Chile;;;;;;;;Cysts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Margalefidinium polykrykoides;Cochlodinium catenatum;2 - probable;Jimenez R. 1997. Actividades y novedades de FAN en Ecuador. Third IOC Regional Science Planning Workshop on Harmful Algal “bloom”s in South America. Punta Arenas, Chile 28-30 July 1997 COI Informe de reuniones de trabajo No. 132. Anexo IV - página 17;Torres G. 2012. Eventos de mareas rojas: Estrategias de manejo preventivas en Ecuador. Tesis de Grado Magister en Ciencias. Universidad de Guayaquil. 158 pp.;;;1979-07;July 1979;-3,3203;-80,2708;1000;;Punta Payana Ecuador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
